Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI,pet,aspect,avg_precip,elevation_x,land_use,slope,soil_carbon,soil_clay,soil_ph,veg_index,elevation_y,evaporation,evi,ndvi,pop_density_3km,precip_30d_max,precip_30d_sum,precip_7d_sum,rainy_days_30d,row_index,runoff,soil_moist_deep_avg,soil_moist_top,temp_2m,ag_pct,urban_pct,forest_pct,water_pct,bare_pct,grass_pct,soil_cec,soil_soc,twi,human_mod,evi_index,location_id,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,distance_to_sea_km,log_distance_sea,marine_influence,Year,Month,DayOfYear,Quarter,WeekOfYear,Month_sin,Month_cos,DayOfYear_cos,NDMI_MNDWI_interaction,NDMI_squared,MNDWI_squared,pet_lat_interaction,pet_lon_interaction,pet_squared,pet_log,precip_lat_interaction,precip_lon_interaction,twi_group,rain_regime,pet_regime,dryness_ratio,dryness_log,twi_precip_interaction,ag_x_precip,ag_x_pet,urb_x_precip_30d_sum,Month_Lat_interaction,Month_Lon_interaction,coatal_precip,precip_rollsum_2,precip_rollsum_3,precip_rollsum_4,precip_rollsum_5,precip_rollsum_7,precip_rollsum_12,precip_rollsum_14,precip_rollmean_2,precip_rollmean_3,precip_rollmean_4,precip_rollmean_5,precip_rollmean_7,precip_rollmean_14,rain_7d_max,rain_7d_std,runoff_index,month_site_mean_precip,coastal_zone,carbon_cec,runoff_precip,human_event,pet_precip,soil_ph_norm,temp_x_precip,soil_moist_top_runoff,soil_moist_top_lat,forest_x_evap,soil_moist_anomaly
-28.760833,17.730278,2011-01-02,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,1.742,121.0,0.1430461555719375,166.0,80.0,16.0,0.0,23.0,80.0,1268.495652173913,174,-7.112696766853333e-05,587.0,1202.0,0.002910470233449,0.0,0.0,0.0,0,0,0.0,0.0872518751356336,0.0092817942301432,295.4862524668376,0.0,0.0,2.241746505918435,3.000193612211539,92.39851051208218,0.2290635799516766,166.79680785758134,402.6138735420504,4.278460885812027,0.0411132928113145,601.1651296948436,-28.7608_17.7303,128.912,555.0,10.0,96.06628429354917,4.575394088363171,0.3826391722260658,2011,1,2,1,52,0.49999999999999994,0.8660254037844387,0.9994074007397048,0.03629032262255257,0.03442447534753311,0.038257301026472366,-50.101371086,30.886144275999996,3.034564,1.0086875811401226,-0.0,0.0,4,0,2,12.09334600485075,0.8741163432167198,0.6162958423661288,0.0,0.0,0.0,-28.760833,17.730278,0.0,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,0.1430461555719375,,,0.0,0.1430461555719375,5,0.0,0.0,,0.0,8.0,0.0,0.0,-0.2669521337935122,-0.0001594486312475081,-0.010208068355437234
-26.861111,28.884722,2011-01-03,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,1.2409999999999999,132.0,1.5832431316375732,1525.0,30.0,3.0,2.0,32.0,67.0,4399.373913043478,1525,-0.0044353948906064,4209.0,7305.0,0.0358796534165601,27.049041748046875,198.7331256866455,47.32947063446045,16,1,0.0048792362213134,0.3747711181640625,0.4758593241373698,293.0300102233887,43.05598415130395,0.226943323098017,0.068825229799795,0.4576652862634738,0.4169099541075168,55.77367205542726,199.7500787897889,165.7204538291838,3.423765159309203,0.398595977456007,2463.739429150852,-26.8611_28.8847,74.72,162.9,163.0,366.6217508840279,5.907054558709371,0.0255730169480147,2011,1,3,1,1,0.49999999999999994,0.8660254037844387,0.998666816288476,-0.02243864341820831,0.015516726195845916,0.03244838583181911,-33.334638751,35.845940002,1.5400809999999998,0.8069221948187899,-5338.192548445936,5740.351087649815,3,2,0,0.7833393594815364,-0.14251047786627835,5.424076437975627,68.1680911834482,53.4324763317682,45.10115595298321,-26.861111,28.884722,72859.88649789356,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,1.5832431316375732,,,486.1349777004412,1.5832431316375732,9,399.5001575795778,0.0077250172350317075,,246.62780897712705,6.7,58234.76985168372,0.0023218300505807687,-12.78211012603887,-0.00030526707259882204,0.18590278540148303
-26.45,28.085833,2011-01-03,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,1.275,253.0,1.5644408464431765,1476.0,30.0,3.0,6.0,29.0,64.0,4695.721739130435,1477,-0.0040481491014361,4397.5,6190.0,0.7464096131048672,47.03375625610352,183.1065187454224,34.64052963256836,14,2,0.0001020580530166,0.2730053795708551,0.4065659840901692,293.3679008483887,21.207520422927857,4.631123210242729,2.330572654608168,0.3914159369942238,3.049974379637344,68.21770310627144,217.209595959596,179.98074494949498,6.7159540451965,0.6580240900505976,2510.054177646025,-26.45_28.0858,89.254,573.0,80.0,454.1391227317542,6.120603136460204,0.010658567743226951,2011,1,3,1,1,0.49999999999999994,0.8660254037844387,0.998666816288476,0.02105696432122956,0.006937749391139173,0.06391060290990555,-33.723749999999995,35.809437075,1.6256249999999999,0.8219800524029137,-4843.167420816422,5142.699106695303,6,2,0,0.8144670575684259,-0.12015028141022333,10.513428785185884,33.17791120140621,27.039588539233016,847.9888489086709,-26.45,28.085833,83155.83378951163,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,1.5644408464431765,,,697.9326153407901,1.5644408464431765,9,1303.257575757576,0.0001596637868476323,,233.46081140041355,6.4,53717.5750360007,4.149333275902064e-05,-10.753670279184975,-0.009434505597583602,0.19211845761253715
-27.671111,27.236944,2011-01-03,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,1.297,102.0,1.3164290189743042,1343.0,30.0,4.0,2.0,28.0,68.0,4221.4,1345,-0.0035598957911133,3306.0,5699.5,3.3991282097402435,26.83738899230957,183.6810822486877,72.84485054016113,12,3,0.000117689371109,0.3300543891059028,0.4809125264485677,293.9713350931804,10.234559383380116,17.94244196301978,6.6304947293914855,1.2647674166761569,2.476884569096216,58.69379115395178,190.138770541692,141.67924528301884,5.080635538142047,0.830901673692741,2211.6648787243093,-27.6711_27.2369,82.0,203.6,101.0,443.53910170513547,6.09703801892559,0.011850431280891301,2011,1,3,1,1,0.49999999999999994,0.8660254037844387,0.998666816288476,-0.0050650393840916495,0.002308625079176846,0.01111251202882489,-35.889430966999996,35.326316368,1.6822089999999998,0.8316039237069612,-5082.659615503567,5002.911351066901,6,1,0,0.9844932678117191,-0.008854466007554351,6.693376692780463,13.473070968697346,13.27422352024401,3295.687157951741,-27.671111,27.236944,81469.74222081005,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,1.3164290189743042,,,1480.3925456999543,1.3164290189743042,9,380.277541083384,0.00015492970335272369,,238.23436367654793,6.8,53996.972980007,5.659829279617226e-05,-13.307383900648752,-0.02360387028015967,0.22458835979839703
-27.356667,27.286389,2011-01-03,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,1.2919999999999998,180.0,1.4019638299942017,1361.0,10.0,5.0,2.0,26.0,65.0,4588.521739130435,1360,-0.0035479739308357,3344.0,6343.0,0.0170749885121548,32.06743240356445,226.5760059356689,87.17156791687012,15,4,0.0002551972866058,0.3282994164360894,0.4558862050374349,294.02040735880536,45.2816601161537,0.1256211641879812,0.8108275143042425,0.3892688624320616,0.3197629633875886,52.89345175609876,179.34047919293818,149.78783102143757,4.524309019708488,0.2220173618588291,2208.3155957015183,-27.3567_27.2864,56.1,145.1,151.0,453.6092423942569,6.119438242039441,0.010715195294591532,2011,1,3,1,1,0.49999999999999994,0.8660254037844387,0.998666816288476,-0.020139348357452524,0.019922574977683752,0.020358480403118103,-35.344813763999994,35.254014588,1.6692639999999994,0.8294247988524931,-6198.364344572117,6182.44103602697,5,1,0,0.9209075618188529,-0.047278105767832534,6.3474419103675315,63.48324964493853,58.50390487007058,28.462741642701662,-27.356667,27.286389,102776.97039719541,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,1.4019638299942017,,,1971.9555549421325,1.4019638299942017,9,358.68095838587635,0.00035777736533399536,,292.7361996688842,6.5,66617.96956293647,0.00011634092252656877,-12.47152710110283,-0.002876794883155763,0.13042009793795073
-27.01011111,26.69808333,2011-01-04,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,0.986,157.16163141993957,1.4737238169751858,935.4909365558913,36.51057401812689,5.5,2.7673716012084593,25.19788519637462,66.83081570996978,4559.8248390910285,1291,-0.00438869651407,2898.0,5458.5,0.9534521290653448,21.44793701171875,153.8042287826538,24.9512882232666,15,5,1.3455748558044434e-05,0.2118286556667752,0.3445205688476562,295.0528914133708,33.09086138936783,4.888358381679471,5.075019250103999,2.4824772390543948,0.7025277161065643,50.714387756844005,176.26247288503254,201.4197303921568,4.674337749922917,0.4996445284541373,2034.9743553815515,-27.0101_26.6981,82.2,289.8,192.0,523.3291437178815,6.26211962399184,0.005335933477516498,2011,1,4,1,1,0.49999999999999994,0.8660254037844387,0.9976303053065857,0.005532487106930162,0.016809293890751552,0.0018209220320187971,-26.63196955446,26.324310163379998,0.972196,0.6861225656229808,-4154.26930860734,4106.278116545675,5,1,0,0.6685997667159063,-0.2200062350702109,6.893357208397526,48.76679055373596,32.62758932991668,751.8501909074328,-27.01011111,26.69808333,80490.23534901536,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,1.4737238169751858,,,641.469116481722,1.4737238169751858,9,487.78376182081513,1.9830057125219595e-05,,151.65096957969666,6.683081570996978,45380.38241392559,4.635782147488498e-06,-9.305538844255599,-0.022272719291769567,0.17415793135359478
-25.127778,27.628889,2011-01-04,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,1.055,180.0,1.4493943452835083,959.0,30.0,1.0,3.0,27.0,71.0,4817.130434782609,958,-0.0038143219426274,4001.5,6289.0,0.0222107976028699,20.072071075439453,171.4794569015503,55.67950248718262,14,6,1.1458992958068848e-05,0.2106956905788845,0.3444906870524089,296.8773543039958,11.6899195928558,0.1513369005928845,8.16484263473207,0.1514738570640093,0.6654714931953177,16.634641678501982,181.5266814019577,191.92453425955165,3.946922180106122,0.2948495125992651,2682.898337474774,-25.1278_27.6289,125.0,438.0,163.0,496.29856997543413,6.209190590139309,0.006992020562625169,2011,1,4,1,1,0.49999999999999994,0.8660254037844387,0.9976303053065857,-0.009880693801699762,0.006309261618215355,0.015473777426044237,-26.509805789999998,29.148477895,1.113025,0.7202758479481979,-4308.897724582724,4737.7868805132175,4,1,0,0.7273883847042849,-0.1759731209147828,5.724593611299976,16.94330335470409,12.332865170462869,25.951169522831737,-25.127778,27.628889,85105.0092404035,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,1.4493943452835083,,,219.76266334393506,1.4493943452835083,9,544.580044205873,1.660859959606853e-05,,180.91082703113554,7.1,50908.367482418325,3.9475163570538525e-06,-8.656285507320405,-0.03114333841975825,0.1489434189266629
-25.20639,27.558,2011-01-04,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,1.03700005,280.0,1.3983242511749268,956.0,50.0,5.0,3.0,29.0,64.0,4920.052173913044,959,-0.0042924229055643,4025.5,7214.5,0.0962858757826151,23.42193031311035,130.48641681671145,35.628225326538086,11,7,7.808208465576172e-06,0.1985223558213975,0.3160413106282552,296.8902123769124,30.837117759291345,0.3490157755130531,5.149511058553441,0.1279724510214528,0.7212992693936431,8.596007624511943,192.7161778618733,184.82403027436132,5.5361999154415855,0.3827494641314242,2791.791345481469,-25.2064_27.558,116.62,568.0,69.0,501.5642353615327,6.2197234633287115,0.006633369699386023,2011,1,4,1,1,0.49999999999999994,0.8660254037844387,0.9976303053065857,0.0011356595090494248,0.024429640143565908,5.279334910031647e-05,-26.1390276903195,28.5776473779,1.0753691037000026,0.7114781617905693,-3289.091511984587,3595.944674634934,6,1,0,0.741072020390767,-0.16370897390685846,7.746938801029989,43.120289599154106,31.978092658241014,45.54181795920404,-25.20639,27.558,65447.319875740126,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,1.3983242511749268,,,986.2248902005696,1.3983242511749268,9,578.1485335856198,1.0918407255644524e-05,,135.31442076325064,6.4,38740.14000101578,2.4677164371193308e-06,-7.966260531806945,-0.022103879220191455,0.1691384315490723
-24.69514,27.40906,2011-01-04,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,1.1179999999999999,356.0,1.232890009880066,907.0,60.0,15.0,3.0,33.0,68.0,4966.565217391304,913,-0.0037769014015793,2867.5,4913.5,0.0302182659996049,18.406009674072266,101.57394170761108,26.471423149108887,9,8,3.1113624572753906e-05,0.1971533033582899,0.3613643646240234,297.1818790435791,38.77434712415774,0.5408181403369242,15.119268610466168,0.7242977381386508,1.984099351109856,11.238480413266604,202.1643014821823,188.6263008514665,3.327945141425793,0.6018793211491542,2988.5220490038814,-24.6951_27.4091,181.831,583.0,158.0,529.7464087625177,6.274284334215712,0.0050042682153444255,2011,1,4,1,1,0.49999999999999994,0.8660254037844387,0.9976303053065857,-0.007440151522631155,0.017409102866924996,0.003179707484231111,-27.609166519999995,30.643329079999997,1.2499239999999998,0.7504722471792147,-2508.3827108212945,2784.046262700415,3,1,0,0.9060775199149798,-0.05327221764519652,4.106318263434189,47.80450520899594,43.349720084808354,54.93303026100137,-24.69514,27.40906,53808.430843460286,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,1.232890009880066,,,1321.4316608355477,1.232890009880066,9,606.492904446547,3.8359676906907225e-05,,113.55966682910918,6.8,30185.934858530833,1.1243355174883616e-05,-8.923943575401305,-0.05710398680572358,0.2146358208670377
-26.98472222,26.63227778,2011-01-04,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,0.98200005,270.0,1.1814368963241575,1289.0,30.0,5.0,2.0,27.0,68.0,3732.991304347826,1287,-0.0042294943705201,2930.5,5088.5,12.28301547427429,30.98256492614746,151.09054517745972,24.78807020187378,13,9,3.679096698760986e-05,0.2146716647677951,0.3584423065185547,294.8585554758708,25.407993385651988,15.599301718966592,5.447670486842076,1.7767073398143758,1.7889295046203828,46.310366597542526,179.5219450584149,118.49731607199244,4.548189429672393,0.5225306878546868,1926.6556582144672,-26.9847_26.6323,196.0,452.0,158.0,530.4229428996359,6.275558206837901,0.0049705268970175335,2011,1,4,1,1,0.49999999999999994,0.8660254037844387,0.9976303053065857,0.00186334036671951,0.00014069662840203852,0.02467747352356663,-26.49899856927611,26.15289811157389,0.9643240982000025,0.6841064611348394,-4077.136391682111,4023.885369097746,5,0,0,0.8304883356166781,-0.09633563369614684,5.377946993116163,30.017940847369406,24.95065077510992,2356.907001106347,-26.98472222,26.63227778,80141.89161733858,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,1.1814368963241575,,,563.7041943706977,1.1814368963241575,9,359.0438901168298,4.3466205850606336e-05,,148.3709229187927,6.8,44550.339897087564,1.3187439066086881e-05,-9.672466073299294,-0.023040891656547057,0.18160276261586994
